show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name,duration_minutes,duration_seasons,primary_country,primary_genre,content_age_at_addition,is_multi_country,is_multi_genre,genre_count,cast_count,era,rating_category
s05383,Movie,Untitled Film 5061,Director 196,"Actor 340, Actor 98, Actor 385",United States,2008-07-13,1953,R,146 min,"Sports Movies, Horror Movies","When the rules no longer apply, how far will you go to protect what you love?",2008,7,Jul,146.0,,United States,Sports Movies,55.0,0,1,2,3,Pre-1980s,Adults
s05384,TV Show,Untitled Series 2167,Director 84,"Actor 289, Actor 73, Actor 403, Actor 361, Jun Ji-hyun",India,2021-03-21,2015,TV-14,5 Seasons,"TV Horror, Korean TV Shows",Ancient myths intertwine with modern life in this visually stunning epic.,2021,3,Mar,,5.0,India,TV Horror,6.0,0,1,2,5,2010s,Teens
s05385,Movie,Untitled Film 1920,Director 64,"Actor 295, Actor 49, Actor 253",United States,2018-01-06,1961,TV-14,197 min,"Faith & Spirituality, Action & Adventure",A gripping story of survival and redemption set against breathtaking landscapes.,2018,1,Jan,197.0,,United States,Faith & Spirituality,57.0,0,1,2,3,Pre-1980s,Teens
s05386,TV Show,Untitled Series 58,Director 39,"Actor 94, Actor 450, Actor 411","United Kingdom, India",2009-04-07,1984,TV-Y,2 Seasons,"Kids' TV, British TV Shows, TV Dramas","When the rules no longer apply, how far will you go to protect what you love?",2009,4,Apr,,2.0,United Kingdom,Kids' TV,25.0,1,1,3,3,1980s,Kids
s05387,TV Show,Untitled Series 864,Director 103,"Actor 162, Actor 193, Actor 208, Actor 475, Actor 123",United States,2015-01-13,2015,TV-G,3 Seasons,TV Action & Adventure,"When the rules no longer apply, how far will you go to protect what you love?",2015,1,Jan,,3.0,United States,TV Action & Adventure,0.0,0,0,1,5,2010s,Kids
s05388,Movie,Untitled Film 3870,Director 69,"Actor 296, Actor 136, Actor 131",South Korea,2021-05-27,1954,TV-MA,160 min,Music & Musicals,"Love, loss, and laughter collide in this heartwarming family drama.",2021,5,May,160.0,,South Korea,Music & Musicals,67.0,0,0,1,3,Pre-1980s,Adults
s05389,TV Show,Untitled Series 480,Director 86,Unknown,United States,2019-05-30,2014,TV-PG,1 Season,TV Horror,"When the rules no longer apply, how far will you go to protect what you love?",2019,5,May,,1.0,United States,TV Horror,5.0,0,0,1,0,2010s,Teens
s05390,Movie,Untitled Film 3670,Director 119,"Actor 114, Actor 299, Actor 314",United States,2016-09-24,2001,G,122 min,Classic Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2016,9,Sep,122.0,,United States,Classic Movies,15.0,0,0,1,3,2000s,Kids
s05391,Movie,Untitled Film 5509,Director 145,"Actor 486, Actor 388, Actor 308, Actor 468, Actor 360",Brazil,2015-09-03,1980,NR,99 min,"Children & Family Movies, International Movies","When the rules no longer apply, how far will you go to protect what you love?",2015,9,Sep,99.0,,Brazil,Children & Family Movies,35.0,0,1,2,5,1980s,Adults
s05392,Movie,Untitled Film 2124,Ron Howard,"Actor 355, Actor 174, Actor 429",Canada,2021-02-17,1974,PG-13,84 min,"Horror Movies, Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2021,2,Feb,84.0,,Canada,Horror Movies,47.0,0,1,2,3,Pre-1980s,Teens
s05393,TV Show,Untitled Series 1431,Director 10,"Actor 358, Actor 466, Actor 343, Actor 248, Actor 135","United States, Thailand",2016-05-06,1987,TV-14,1 Season,"Spanish-Language TV Shows, British TV Shows, Docuseries","Secrets buried for decades resurface, threatening to destroy everything.",2016,5,May,,1.0,United States,Spanish-Language TV Shows,29.0,1,1,3,5,1980s,Teens
s05394,TV Show,Untitled Series 1661,Director 169,"Actor 318, Actor 24, Actor 233, Actor 206, Actor 299","Japan, Poland",2010-04-04,1972,TV-MA,4 Seasons,Docuseries,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2010,4,Apr,,4.0,Japan,Docuseries,38.0,1,0,1,5,Pre-1980s,Adults
s05395,Movie,Untitled Film 6229,Director 60,"Actor 37, Actor 186, Actor 340",United States,2020-05-26,2000,TV-MA,151 min,"Faith & Spirituality, Romantic Movies",A single decision ripples through generations in this powerful generational saga.,2020,5,May,151.0,,United States,Faith & Spirituality,20.0,0,1,2,3,2000s,Adults
s05396,TV Show,Untitled Series 1453,Director 181,"Actor 220, Actor 333, Actor 341, Actor 414, Actor 287",United States,2015-11-10,1980,TV-14,1 Season,"Docuseries, Reality TV",A single decision ripples through generations in this powerful generational saga.,2015,11,Nov,,1.0,United States,Docuseries,35.0,0,1,2,5,1980s,Teens
s05397,TV Show,Untitled Series 1827,Director 52,"Actor 234, Actor 152, Actor 297",Thailand,2013-05-12,1960,TV-MA,2 Seasons,"Kids' TV, Talk Shows & Variety",Ancient myths intertwine with modern life in this visually stunning epic.,2013,5,May,,2.0,Thailand,Kids' TV,53.0,0,1,2,3,Pre-1980s,Adults
s05398,Movie,Untitled Film 2098,David Fincher,"Actor 176, Actor 129, Actor 167, Actor 365, Actor 192",United States,2008-04-23,1998,PG-13,192 min,"Action & Adventure, Stand-Up Comedy",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2008,4,Apr,192.0,,United States,Action & Adventure,10.0,0,1,2,5,1990s,Teens
s05399,Movie,Untitled Film 5675,Director 50,"Actor 317, Actor 207, Anupam Kher, Actor 66, Actor 171",United States,2016-01-19,1963,R,169 min,"Stand-Up Comedy, Children & Family Movies",A gripping story of survival and redemption set against breathtaking landscapes.,2016,1,Jan,169.0,,United States,Stand-Up Comedy,53.0,0,1,2,5,Pre-1980s,Adults
s05400,Movie,Untitled Film 3613,Director 113,"Actor 134, Actor 345, Actor 202, Actor 25, Actor 159","Italy, France",2015-01-04,2002,TV-MA,175 min,"Music & Musicals, Sports Movies, Romantic Movies","When the rules no longer apply, how far will you go to protect what you love?",2015,1,Jan,175.0,,Italy,Music & Musicals,13.0,1,1,3,5,2000s,Adults
s05401,Movie,Untitled Film 2456,Denis Villeneuve,"Actor 266, Actor 264, Actor 37, Actor 210, Actor 34",China,2020-02-20,1981,PG-13,175 min,Romantic Movies,"Secrets buried for decades resurface, threatening to destroy everything.",2020,2,Feb,175.0,,China,Romantic Movies,39.0,0,0,1,5,1980s,Teens
s05402,TV Show,Untitled Series 182,Director 115,"Actor 462, Actor 120, Actor 107, Actor 197, Actor 341",United States,2017-02-08,1958,TV-Y7,1 Season,"TV Dramas, Kids' TV","Love, loss, and laughter collide in this heartwarming family drama.",2017,2,Feb,,1.0,United States,TV Dramas,59.0,0,1,2,5,Pre-1980s,Kids
s05403,Movie,Untitled Film 3900,Guillermo del Toro,"Actor 88, Actor 90, Actor 165",India,2010-03-25,1999,R,200 min,"Faith & Spirituality, Romantic Movies",A detective must race against time to solve a series of mysterious disappearances.,2010,3,Mar,200.0,,India,Faith & Spirituality,11.0,0,1,2,3,1990s,Adults
s05404,TV Show,Untitled Series 835,Director 80,"Actor 357, Actor 209, Actor 360, Actor 234, Actor 57",India,2014-08-08,1989,TV-MA,1 Season,TV Action & Adventure,A detective must race against time to solve a series of mysterious disappearances.,2014,8,Aug,,1.0,India,TV Action & Adventure,25.0,0,0,1,5,1980s,Adults
s05405,TV Show,Untitled Series 1756,Director 33,Unknown,India,2017-06-28,2003,TV-14,2 Seasons,"TV Mysteries, Spanish-Language TV Shows","Secrets buried for decades resurface, threatening to destroy everything.",2017,6,Jun,,2.0,India,TV Mysteries,14.0,0,1,2,0,2000s,Teens
s05406,Movie,Untitled Film 360,Director 90,"Actor 383, Actor 49, Actor 249, Actor 238, Actor 33, Actor 377, Actor 301",Turkey,2021-11-26,1952,TV-PG,138 min,"Sci-Fi & Fantasy, Thrillers",A gripping story of survival and redemption set against breathtaking landscapes.,2021,11,Nov,138.0,,Turkey,Sci-Fi & Fantasy,69.0,0,1,2,7,Pre-1980s,Teens
s05407,Movie,Untitled Film 1706,Director 199,"Actor 313, Actor 376, Actor 423",Canada,2017-08-30,1988,R,85 min,"Stand-Up Comedy, Anime Features","Secrets buried for decades resurface, threatening to destroy everything.",2017,8,Aug,85.0,,Canada,Stand-Up Comedy,29.0,0,1,2,3,1980s,Adults
s05408,Movie,Untitled Film 2677,Director 148,"Actor 418, Actor 302, Actor 475, Morgan Freeman, Actor 132",United States,2019-10-02,2012,PG-13,192 min,"Stand-Up Comedy, Classic Movies","When the rules no longer apply, how far will you go to protect what you love?",2019,10,Oct,192.0,,United States,Stand-Up Comedy,7.0,0,1,2,5,2010s,Teens
s05409,Movie,Untitled Film 1222,Director 187,"Actor 16, Actor 95, Actor 353, Actor 360, Actor 105",United States,2015-11-12,2010,PG,176 min,"Romantic Movies, Stand-Up Comedy, Action & Adventure",A detective must race against time to solve a series of mysterious disappearances.,2015,11,Nov,176.0,,United States,Romantic Movies,5.0,0,1,3,5,2010s,Teens
s05410,Movie,Untitled Film 5876,Director 148,"Actor 239, Actor 458, Actor 282, Actor 423, Actor 462, Actor 220, Actor 402",France,2018-08-17,2012,PG-13,76 min,"International Movies, Dramas","Love, loss, and laughter collide in this heartwarming family drama.",2018,8,Aug,76.0,,France,International Movies,6.0,0,1,2,7,2010s,Teens
s05411,TV Show,Untitled Series 485,Director 148,"Actor 134, Actor 28, Actor 282",United States,2018-08-30,2009,TV-14,1 Season,"Reality TV, Anime Series",An unlikely friendship forms between two strangers in extraordinary circumstances.,2018,8,Aug,,1.0,United States,Reality TV,9.0,0,1,2,3,2000s,Teens
s05412,Movie,Untitled Film 3418,Director 63,"Actor 270, Actor 314, Actor 478",Mexico,2021-12-05,2015,NR,71 min,LGBTQ Movies,"Love, loss, and laughter collide in this heartwarming family drama.",2021,12,Dec,71.0,,Mexico,LGBTQ Movies,6.0,0,0,1,3,2010s,Adults
s05413,Movie,Untitled Film 4286,Director 107,"Actor 212, Actor 182, Actor 200",India,2021-06-06,1975,TV-MA,106 min,Documentaries,"Secrets buried for decades resurface, threatening to destroy everything.",2021,6,Jun,106.0,,India,Documentaries,46.0,0,0,1,3,Pre-1980s,Adults
s05414,TV Show,Untitled Series 2052,Director 25,"Actor 394, Actor 63, Actor 295, Actor 453, Actor 173","Mexico, Japan",2021-05-07,1953,NR,7 Seasons,"Docuseries, Reality TV, TV Dramas",Ancient myths intertwine with modern life in this visually stunning epic.,2021,5,May,,7.0,Mexico,Docuseries,68.0,1,1,3,5,Pre-1980s,Adults
s05415,TV Show,Untitled Series 789,Unknown,"Actor 243, Actor 342, Actor 335, Actor 331, Actor 35",Japan,2014-04-19,1963,TV-G,2 Seasons,British TV Shows,"Love, loss, and laughter collide in this heartwarming family drama.",2014,4,Apr,,2.0,Japan,British TV Shows,51.0,0,0,1,5,Pre-1980s,Kids
s05416,Movie,Untitled Film 5510,Director 187,"Om Puri, Actor 33, Actor 429, Actor 226, Actor 469, Actor 421, Actor 313",South Korea,2009-02-26,1953,TV-MA,184 min,Dramas,"Secrets buried for decades resurface, threatening to destroy everything.",2009,2,Feb,184.0,,South Korea,Dramas,56.0,0,0,1,7,Pre-1980s,Adults
s05417,Movie,Untitled Film 5954,Director 124,"Actor 333, Actor 229, Actor 23",United States,2012-05-01,2001,NR,160 min,"Horror Movies, Action & Adventure, Faith & Spirituality",A gripping story of survival and redemption set against breathtaking landscapes.,2012,5,May,160.0,,United States,Horror Movies,11.0,0,1,3,3,2000s,Adults
s05418,Movie,Untitled Film 4238,Patty Jenkins,"Actor 405, Actor 120, Actor 132",United States,2014-02-23,1950,R,73 min,"Thrillers, Dramas","When the rules no longer apply, how far will you go to protect what you love?",2014,2,Feb,73.0,,United States,Thrillers,64.0,0,1,2,3,Pre-1980s,Adults
s05419,Movie,Untitled Film 6490,Director 36,"Actor 312, Actor 347, Penelope Cruz, Actor 33, Actor 96",United States,2017-07-13,1962,TV-PG,151 min,"Sci-Fi & Fantasy, Music & Musicals","In a world on the brink of collapse, one person holds the key to salvation.",2017,7,Jul,151.0,,United States,Sci-Fi & Fantasy,55.0,0,1,2,5,Pre-1980s,Teens
s05420,Movie,Untitled Film 232,Director 160,Unknown,Egypt,2020-03-26,1950,PG,71 min,"Cult Movies, Documentaries",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2020,3,Mar,71.0,,Egypt,Cult Movies,70.0,0,1,2,0,Pre-1980s,Teens
s05421,TV Show,Untitled Series 2283,Director 69,"Actor 273, Actor 170, Actor 261",Spain,2017-08-08,1989,TV-MA,1 Season,Anime Series,"In a world on the brink of collapse, one person holds the key to salvation.",2017,8,Aug,,1.0,Spain,Anime Series,28.0,0,0,1,3,1980s,Adults
s05422,TV Show,Untitled Series 2451,Director 116,"Actor 137, Actor 71, Actor 418, Actor 479, Actor 116, Actor 111, Actor 229",United States,2020-10-18,1997,TV-G,3 Seasons,Docuseries,"When the rules no longer apply, how far will you go to protect what you love?",2020,10,Oct,,3.0,United States,Docuseries,23.0,0,0,1,7,1990s,Kids
s05423,Movie,Untitled Film 4789,Director 56,"Actor 254, Actor 369, Actor 371",India,2018-03-25,1990,PG,152 min,"Independent Movies, Sports Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2018,3,Mar,152.0,,India,Independent Movies,28.0,0,1,2,3,1990s,Teens
s05424,TV Show,Untitled Series 267,Park Chan-wook,"Actor 183, Actor 307, Actor 418, Actor 447, Actor 284",India,2020-09-13,2002,TV-14,5 Seasons,"Spanish-Language TV Shows, TV Comedies",A detective must race against time to solve a series of mysterious disappearances.,2020,9,Sep,,5.0,India,Spanish-Language TV Shows,18.0,0,1,2,5,2000s,Teens
s05425,TV Show,Untitled Series 791,Director 170,"Actor 342, Actor 350, Actor 23",United States,2008-09-26,1961,TV-MA,1 Season,TV Thrillers,"In a world on the brink of collapse, one person holds the key to salvation.",2008,9,Sep,,1.0,United States,TV Thrillers,47.0,0,0,1,3,Pre-1980s,Adults
s05426,Movie,Untitled Film 1095,Director 174,"Actor 133, Actor 258, Actor 10, Actor 366, Actor 265, Actor 25, Actor 380",Hong Kong,2014-01-30,1959,NR,143 min,"Classic Movies, Anime Features",A gripping story of survival and redemption set against breathtaking landscapes.,2014,1,Jan,143.0,,Hong Kong,Classic Movies,55.0,0,1,2,7,Pre-1980s,Adults
s05427,TV Show,Untitled Series 1539,Director 195,"Actor 348, Actor 473, Actor 341, Actor 148, Actor 224, Actor 131, Actor 283",United Kingdom,2013-04-20,1988,TV-14,4 Seasons,"TV Comedies, Spanish-Language TV Shows","Secrets buried for decades resurface, threatening to destroy everything.",2013,4,Apr,,4.0,United Kingdom,TV Comedies,25.0,0,1,2,7,1980s,Teens
s05428,Movie,Untitled Film 993,Director 179,"Actor 179, Actor 305, Actor 356","Brazil, Sweden",2009-02-19,2008,PG,174 min,Anime Features,An unlikely friendship forms between two strangers in extraordinary circumstances.,2009,2,Feb,174.0,,Brazil,Anime Features,1.0,1,0,1,3,2000s,Teens
s05429,Movie,Untitled Film 3199,Director 29,"Actor 5, Actor 384, Actor 187",United States,2010-05-06,1998,TV-G,170 min,"Classic Movies, Anime Features, Sci-Fi & Fantasy","In a world on the brink of collapse, one person holds the key to salvation.",2010,5,May,170.0,,United States,Classic Movies,12.0,0,1,3,3,1990s,Kids
s05430,Movie,Untitled Film 565,Director 118,"Actor 5, Actor 349, Actor 147, Actor 81, Actor 324",Japan,2008-04-24,1979,TV-MA,96 min,"Cult Movies, Sports Movies, Stand-Up Comedy",An unlikely friendship forms between two strangers in extraordinary circumstances.,2008,4,Apr,96.0,,Japan,Cult Movies,29.0,0,1,3,5,Pre-1980s,Adults
s05431,TV Show,Untitled Series 718,Jordan Peele,"Actor 437, Actor 446, Actor 314, Actor 113, Actor 434","Nigeria, Canada",2013-12-26,2005,TV-Y7,1 Season,TV Sci-Fi & Fantasy,A detective must race against time to solve a series of mysterious disappearances.,2013,12,Dec,,1.0,Nigeria,TV Sci-Fi & Fantasy,8.0,1,0,1,5,2000s,Kids
s05432,Movie,Untitled Film 1384,Director 199,"Actor 285, Actor 139, Actor 330",United States,2008-09-20,1975,R,159 min,"Action & Adventure, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.,2008,9,Sep,159.0,,United States,Action & Adventure,33.0,0,1,2,3,Pre-1980s,Adults
s05433,TV Show,Untitled Series 327,Unknown,"Actor 499, Actor 368, Actor 100, Actor 468, Actor 109, Actor 161, Actor 197","United States, China",2012-08-21,2006,TV-14,1 Season,Classic & Cult TV,"When the rules no longer apply, how far will you go to protect what you love?",2012,8,Aug,,1.0,United States,Classic & Cult TV,6.0,1,0,1,7,2000s,Teens
s05434,Movie,Untitled Film 6177,Alfonso Cuaron,"Actor 478, Actor 44, Actor 467, Actor 309, Actor 455, Actor 384, Actor 165",United States,2018-05-07,1956,PG-13,185 min,"Sci-Fi & Fantasy, Independent Movies",A single decision ripples through generations in this powerful generational saga.,2018,5,May,185.0,,United States,Sci-Fi & Fantasy,62.0,0,1,2,7,Pre-1980s,Teens
s05435,Movie,Untitled Film 3087,Director 196,"Actor 320, Actor 237, Actor 454, Actor 122, Actor 263, Actor 9, Actor 45",India,2018-02-11,1975,R,162 min,"Comedies, Cult Movies","In a world on the brink of collapse, one person holds the key to salvation.",2018,2,Feb,162.0,,India,Comedies,43.0,0,1,2,7,Pre-1980s,Adults
s05436,TV Show,Untitled Series 377,Director 1,"Actor 357, Actor 356, Actor 175",United States,2019-12-28,2016,TV-14,1 Season,TV Comedies,"Love, loss, and laughter collide in this heartwarming family drama.",2019,12,Dec,,1.0,United States,TV Comedies,3.0,0,0,1,3,2010s,Teens
s05437,Movie,Untitled Film 5502,Director 132,"Actor 395, Actor 498, Actor 240, Actor 114, Actor 484, Actor 314, Actor 277",United States,2018-12-04,2016,G,101 min,"Independent Movies, Faith & Spirituality",A detective must race against time to solve a series of mysterious disappearances.,2018,12,Dec,101.0,,United States,Independent Movies,2.0,0,1,2,7,2010s,Kids
s05438,Movie,Untitled Film 2452,Director 72,"Actor 470, Tom Hanks, Actor 337, Actor 466, Actor 8, Actor 100, Actor 40",Mexico,2010-12-28,2008,TV-MA,128 min,"Romantic Movies, Stand-Up Comedy","Love, loss, and laughter collide in this heartwarming family drama.",2010,12,Dec,128.0,,Mexico,Romantic Movies,2.0,0,1,2,7,2000s,Adults
s05439,Movie,Untitled Film 1136,Director 107,"Actor 391, Actor 248, Actor 128",United States,2019-04-15,2019,PG-13,167 min,International Movies,A gripping story of survival and redemption set against breathtaking landscapes.,2019,4,Apr,167.0,,United States,International Movies,0.0,0,0,1,3,2010s,Teens
s05440,TV Show,The Crown,Director 177,Unknown,France,2021-06-11,2006,TV-14,7 Seasons,"Korean TV Shows, Talk Shows & Variety, Romantic TV Shows",An unlikely friendship forms between two strangers in extraordinary circumstances.,2021,6,Jun,,7.0,France,Korean TV Shows,15.0,0,1,3,0,2000s,Teens
s05441,TV Show,Untitled Series 57,Director 95,"Actor 488, Actor 172, Actor 471, Actor 105, Actor 392",Italy,2009-05-24,1983,TV-MA,1 Season,Spanish-Language TV Shows,"In a world on the brink of collapse, one person holds the key to salvation.",2009,5,May,,1.0,Italy,Spanish-Language TV Shows,26.0,0,0,1,5,1980s,Adults
s05442,Movie,Untitled Film 5066,Director 22,"Actor 208, Actor 41, Actor 169, Actor 200, Actor 142","Canada, China",2008-10-22,1971,PG-13,186 min,"Faith & Spirituality, Comedies","Secrets buried for decades resurface, threatening to destroy everything.",2008,10,Oct,186.0,,Canada,Faith & Spirituality,37.0,1,1,2,5,Pre-1980s,Teens
s05443,TV Show,Untitled Series 1724,Director 65,"Actor 255, Actor 12, Actor 306, Actor 423, Actor 86","Indonesia, United States",2008-04-15,2000,TV-Y,2 Seasons,"Spanish-Language TV Shows, British TV Shows",Ancient myths intertwine with modern life in this visually stunning epic.,2008,4,Apr,,2.0,Indonesia,Spanish-Language TV Shows,8.0,1,1,2,5,2000s,Kids
s05444,Movie,Untitled Film 4658,Director 38,"Actor 391, Actor 94, Actor 143, Actor 30, Actor 416, Actor 315, Actor 160",Brazil,2015-08-29,1963,NR,111 min,"Action & Adventure, Faith & Spirituality","Love, loss, and laughter collide in this heartwarming family drama.",2015,8,Aug,111.0,,Brazil,Action & Adventure,52.0,0,1,2,7,Pre-1980s,Adults
s05445,Movie,Untitled Film 5070,Unknown,"Actor 274, Actor 152, Actor 148",United States,2015-10-05,2012,TV-MA,91 min,"Children & Family Movies, Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?",2015,10,Oct,91.0,,United States,Children & Family Movies,3.0,0,1,2,3,2010s,Adults
s05446,Movie,Untitled Film 2767,Director 138,"Actor 307, Actor 25, Actor 448, Actor 162, Actor 425",Philippines,2013-06-01,1975,R,62 min,"Sports Movies, Comedies, Music & Musicals",A detective must race against time to solve a series of mysterious disappearances.,2013,6,Jun,62.0,,Philippines,Sports Movies,38.0,0,1,3,5,Pre-1980s,Adults
s05447,TV Show,Untitled Series 1259,Director 90,"Actor 361, Javier Bardem, Actor 127, Actor 492, Actor 111",India,2019-12-27,1963,TV-14,1 Season,"TV Dramas, Reality TV",An unlikely friendship forms between two strangers in extraordinary circumstances.,2019,12,Dec,,1.0,India,TV Dramas,56.0,0,1,2,5,Pre-1980s,Teens
s05448,Movie,Untitled Film 639,Nora Ephron,"Actor 96, Actor 352, Actor 476, Actor 151, Actor 377, Actor 326, Actor 140",India,2017-06-04,2000,R,104 min,"Action & Adventure, Romantic Movies, Music & Musicals",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2017,6,Jun,104.0,,India,Action & Adventure,17.0,0,1,3,7,2000s,Adults
s05449,TV Show,Untitled Series 625,Director 111,"Penelope Cruz, Actor 17, Actor 390, Actor 330, Actor 367",Denmark,2015-06-17,2004,TV-MA,3 Seasons,Romantic TV Shows,"Secrets buried for decades resurface, threatening to destroy everything.",2015,6,Jun,,3.0,Denmark,Romantic TV Shows,11.0,0,0,1,5,2000s,Adults
s05450,TV Show,Untitled Series 913,Director 176,"Actor 124, Actor 279, Actor 188, Actor 424, Actor 474",Canada,2021-11-15,1958,TV-Y7,1 Season,Teen TV Shows,A gripping story of survival and redemption set against breathtaking landscapes.,2021,11,Nov,,1.0,Canada,Teen TV Shows,63.0,0,0,1,5,Pre-1980s,Kids
s05451,Movie,Untitled Film 3153,Ron Howard,"Actor 289, Actor 228, Actor 107, Actor 69, Actor 34","India, France",2010-05-24,1951,R,165 min,Dramas,An unlikely friendship forms between two strangers in extraordinary circumstances.,2010,5,May,165.0,,India,Dramas,59.0,1,0,1,5,Pre-1980s,Adults
s05452,TV Show,Untitled Series 1784,Director 59,"Actor 197, Actor 262, Actor 64",United States,2010-02-10,1972,TV-Y,1 Season,"Korean TV Shows, International TV Shows",A detective must race against time to solve a series of mysterious disappearances.,2010,2,Feb,,1.0,United States,Korean TV Shows,38.0,0,1,2,3,Pre-1980s,Kids
s05453,Movie,Untitled Film 3918,Director 66,"Actor 176, Actor 152, Actor 34, Actor 35, Actor 208",United States,2015-08-28,1968,R,199 min,Children & Family Movies,A gripping story of survival and redemption set against breathtaking landscapes.,2015,8,Aug,199.0,,United States,Children & Family Movies,47.0,0,0,1,5,Pre-1980s,Adults
s05454,TV Show,Untitled Series 83,Director 164,"Actor 307, Actor 276, Actor 156, Actor 467, Shah Rukh Khan, Actor 157, Javier Bardem","Germany, Japan",2019-08-18,2007,TV-PG,2 Seasons,"TV Mysteries, British TV Shows",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2019,8,Aug,,2.0,Germany,TV Mysteries,12.0,1,1,2,7,2000s,Teens
s05455,Movie,Untitled Film 2036,Director 1,"Actor 126, Actor 6, Actor 446, Actor 429, Actor 355",South Korea,2014-07-12,1980,R,168 min,Sci-Fi & Fantasy,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2014,7,Jul,168.0,,South Korea,Sci-Fi & Fantasy,34.0,0,0,1,5,1980s,Adults
s05456,Movie,Untitled Film 1061,Patty Jenkins,"Actor 442, Actor 243, Actor 324",United States,2010-09-11,1971,PG-13,69 min,Action & Adventure,"Secrets buried for decades resurface, threatening to destroy everything.",2010,9,Sep,69.0,,United States,Action & Adventure,39.0,0,0,1,3,Pre-1980s,Teens
s05457,Movie,Untitled Film 1902,Director 176,"Actor 403, Actor 267, Actor 181, Actor 85, Actor 196",United Kingdom,2018-07-24,2021,R,87 min,Independent Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.,2018,7,Jul,87.0,,United Kingdom,Independent Movies,0.0,0,0,1,5,2020s,Adults
s05458,Movie,Untitled Film 2965,Director 50,"Actor 55, Actor 129, Actor 74, Actor 306, Actor 461, Actor 25, Actor 326",United States,2008-01-27,2017,R,146 min,Romantic Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2008,1,Jan,146.0,,United States,Romantic Movies,0.0,0,0,1,7,2010s,Adults
s05459,TV Show,Untitled Series 724,Director 60,Unknown,United States,2020-12-04,2003,TV-MA,1 Season,"Classic & Cult TV, Romantic TV Shows, TV Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2020,12,Dec,,1.0,United States,Classic & Cult TV,17.0,0,1,3,0,2000s,Adults
s05460,Movie,Untitled Film 3894,Director 56,"Actor 386, Actor 192, Actor 243, Actor 184, Actor 140, Actor 258, Actor 468",Egypt,2013-11-25,2007,TV-MA,60 min,"Music & Musicals, Comedies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2013,11,Nov,60.0,,Egypt,Music & Musicals,6.0,0,1,2,7,2000s,Adults
s05461,Movie,Untitled Film 1819,Director 145,"Actor 280, Actor 236, Actor 412, Actor 446, Actor 104",United States,2017-02-18,2017,R,127 min,"International Movies, Classic Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2017,2,Feb,127.0,,United States,International Movies,0.0,0,1,2,5,2010s,Adults
s05462,Movie,Untitled Film 4980,Director 25,"Actor 426, Om Puri, Actor 95",United States,2021-12-01,2004,R,199 min,Sports Movies,"When the rules no longer apply, how far will you go to protect what you love?",2021,12,Dec,199.0,,United States,Sports Movies,17.0,0,0,1,3,2000s,Adults
s05463,Movie,Untitled Film 6086,Director 106,"Actor 287, Actor 123, Actor 54, Actor 297, Actor 484",Poland,2014-12-18,1998,TV-MA,133 min,Classic Movies,A single decision ripples through generations in this powerful generational saga.,2014,12,Dec,133.0,,Poland,Classic Movies,16.0,0,0,1,5,1990s,Adults
s05464,Movie,Untitled Film 5923,Director 26,"Actor 15, Actor 109, Actor 358, Actor 298, Actor 314, Actor 163, Actor 337",Australia,2011-07-22,2000,R,124 min,Music & Musicals,An unlikely friendship forms between two strangers in extraordinary circumstances.,2011,7,Jul,124.0,,Australia,Music & Musicals,11.0,0,0,1,7,2000s,Adults
s05465,Movie,Untitled Film 4731,Director 106,"Actor 223, Actor 239, Actor 175, Actor 469, Actor 23, Actor 152, Actor 272",United States,2016-04-14,1996,G,142 min,"Dramas, Cult Movies, Horror Movies","When the rules no longer apply, how far will you go to protect what you love?",2016,4,Apr,142.0,,United States,Dramas,20.0,0,1,3,7,1990s,Kids
s05466,Movie,Untitled Film 2950,Director 17,"Actor 468, Actor 56, Actor 234, Actor 470, Actor 449, Actor 7, Actor 378","United States, Germany",2017-11-20,1983,TV-MA,165 min,Dramas,An unlikely friendship forms between two strangers in extraordinary circumstances.,2017,11,Nov,165.0,,United States,Dramas,34.0,1,0,1,7,1980s,Adults
s05467,Movie,Untitled Film 4552,Director 120,"Actor 173, Actor 108, Antonio Banderas, Jun Ji-hyun, Actor 112",South Korea,2009-03-03,1987,NR,87 min,"Documentaries, Music & Musicals","Love, loss, and laughter collide in this heartwarming family drama.",2009,3,Mar,87.0,,South Korea,Documentaries,22.0,0,1,2,5,1980s,Adults
