show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s05508,TV Show,Untitled Series 1897,Martin Scorsese,"Actor 330, Actor 193, Actor 95",Egypt,"September 08, 2021",1972,TV-Y,1 Season,"Reality TV, TV Sci-Fi & Fantasy",A gripping story of survival and redemption set against breathtaking landscapes.
s05509,TV Show,Untitled Series 569,Director 130,"Actor 14, Actor 54, Actor 409, Actor 441, Jun Ji-hyun, Actor 428, Actor 187",United States,"June 07, 2018",2015,TV-MA,1 Season,"TV Horror, Reality TV","Love, loss, and laughter collide in this heartwarming family drama."
s05510,TV Show,Untitled Series 2186,Director 175,"Actor 385, Actor 492, Actor 473",India,"February 14, 2019",2019,TV-MA,1 Season,"Talk Shows & Variety, TV Mysteries, Teen TV Shows",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05511,Movie,Untitled Film 621,Director 45,"Actor 379, Actor 112, Actor 67, Actor 113, Actor 54",United States,"December 02, 2017",1974,PG-13,116 min,Documentaries,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05512,Movie,Untitled Film 4100,Director 10,"Actor 139, Actor 253, Actor 274",United States,"December 30, 2010",2001,TV-MA,146 min,Faith & Spirituality,"In a world on the brink of collapse, one person holds the key to salvation."
s05513,Movie,Untitled Film 2055,Director 43,"Actor 130, Actor 182, Actor 482, Actor 362, Actor 74",Japan,"November 29, 2016",1997,G,187 min,"Thrillers, Cult Movies, Sports Movies","When the rules no longer apply, how far will you go to protect what you love?"
s05514,Movie,Untitled Film 3307,Ava DuVernay,"Actor 399, Actor 410, Actor 370, Actor 4, Actor 294",Sweden,"August 10, 2011",1986,TV-MA,81 min,"Cult Movies, Comedies, Music & Musicals","When the rules no longer apply, how far will you go to protect what you love?"
s05515,TV Show,Untitled Series 179,Director 98,"Actor 150, Actor 379, Actor 424, Actor 233, Actor 270, Actor 339, Actor 213",United States,"October 02, 2021",1971,TV-MA,4 Seasons,"International TV Shows, Anime Series, TV Thrillers",A gripping story of survival and redemption set against breathtaking landscapes.
s05516,Movie,Untitled Film 6438,Director 42,"Actor 177, Actor 210, Actor 312",United States,"July 13, 2016",1988,TV-MA,91 min,"Stand-Up Comedy, Horror Movies","Secrets buried for decades resurface, threatening to destroy everything."
s05517,Movie,Untitled Film 3569,Director 97,"Actor 472, Actor 48, Actor 107, Actor 313, Actor 384, Actor 64, Actor 78",United Kingdom,"January 10, 2015",1951,NR,74 min,Children & Family Movies,A single decision ripples through generations in this powerful generational saga.
s05518,TV Show,Untitled Series 1156,Director 50,"Actor 461, Actor 39, Actor 82, Actor 446, Actor 493",Hong Kong,"May 22, 2010",2015,TV-Y7,4 Seasons,"Kids' TV, Korean TV Shows","Secrets buried for decades resurface, threatening to destroy everything."
s05519,Movie,Untitled Film 1077,Ridley Scott,"Actor 314, Actor 396, Actor 479, Actor 347, Actor 452, Actor 415, Actor 49",Australia,"June 06, 2017",1987,PG,80 min,"Horror Movies, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05520,Movie,Untitled Film 2662,Director 70,"Actor 396, Actor 77, Actor 307, Actor 152, Actor 318",United States,"October 28, 2020",2015,R,190 min,LGBTQ Movies,A single decision ripples through generations in this powerful generational saga.
s05521,Movie,Untitled Film 4123,Director 120,,"United States, Turkey","June 20, 2018",1971,R,85 min,"Children & Family Movies, Comedies","Love, loss, and laughter collide in this heartwarming family drama."
s05522,Movie,Untitled Film 916,Director 77,"Actor 397, Naseeruddin Shah, Actor 328, Shah Rukh Khan, Actor 475",United States,"June 12, 2013",2017,TV-MA,172 min,Stand-Up Comedy,"Secrets buried for decades resurface, threatening to destroy everything."
s05523,TV Show,Untitled Series 354,Director 190,"Actor 373, Actor 173, Actor 125, Actor 64, Actor 377",United States,"May 24, 2015",1973,TV-MA,1 Season,Romantic TV Shows,A gripping story of survival and redemption set against breathtaking landscapes.
s05524,Movie,Extraction,Director 26,"Actor 448, Actor 250, Actor 249",United States,"March 18, 2015",1962,R,174 min,"Cult Movies, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05525,Movie,Untitled Film 4255,Director 173,"Actor 13, Actor 46, Actor 254, Actor 227, Actor 483",Germany,"December 21, 2019",1955,TV-14,107 min,Cult Movies,A single decision ripples through generations in this powerful generational saga.
s05526,Movie,Untitled Film 69,Ron Howard,,"United States, Turkey","January 24, 2013",1979,TV-PG,62 min,Horror Movies,"In a world on the brink of collapse, one person holds the key to salvation."
s05527,TV Show,Untitled Series 2258,,"Actor 2, Actor 339, Actor 382","South Korea, Thailand","November 29, 2010",1954,TV-14,5 Seasons,"Romantic TV Shows, Talk Shows & Variety",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05528,TV Show,Untitled Series 2477,Director 108,"Park Shin-hye, Actor 61, Actor 366","United States, Canada","May 01, 2011",1963,TV-MA,2 Seasons,TV Thrillers,"Love, loss, and laughter collide in this heartwarming family drama."
s05529,TV Show,Untitled Series 39,Director 35,"Actor 272, Actor 203, Actor 421, Actor 420, Actor 317",Brazil,"October 22, 2017",1966,TV-14,1 Season,"TV Dramas, Anime Series, Crime TV Shows",A gripping story of survival and redemption set against breathtaking landscapes.
s05530,TV Show,Untitled Series 693,Director 63,,United States,"March 24, 2018",1998,TV-14,1 Season,"Talk Shows & Variety, Docuseries, Kids' TV","Love, loss, and laughter collide in this heartwarming family drama."
s05531,TV Show,Untitled Series 2289,Director 190,"Actor 156, Actor 132, Actor 117",United Kingdom,"June 02, 2008",1958,TV-MA,5 Seasons,"Teen TV Shows, Romantic TV Shows",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05532,TV Show,Untitled Series 2239,Director 43,"Actor 379, Actor 173, Actor 427, Actor 459, Actor 77","United States, Thailand","May 06, 2011",2004,TV-14,1 Season,British TV Shows,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05533,Movie,Untitled Film 6205,Director 149,"Actor 130, Actor 67, Actor 317, Actor 165, Actor 263","United States, Denmark","March 17, 2013",1990,G,71 min,Thrillers,"When the rules no longer apply, how far will you go to protect what you love?"
s05534,Movie,Untitled Film 2885,Director 119,"Actor 364, Actor 478, Actor 112, Actor 453, Actor 434, Park Shin-hye, Actor 252",United States,"February 12, 2018",1960,PG,94 min,Horror Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05535,Movie,Untitled Film 1235,Director 128,"Actor 185, Actor 342, Actor 463, Actor 146, Actor 340, Actor 400, Actor 227",India,"September 04, 2019",1959,G,127 min,"International Movies, Dramas","When the rules no longer apply, how far will you go to protect what you love?"
s05536,Movie,Untitled Film 2578,Director 176,"Actor 185, Actor 210, Actor 415, Actor 337, Actor 195",United States,"April 12, 2021",2000,TV-PG,90 min,"Children & Family Movies, Sports Movies",A single decision ripples through generations in this powerful generational saga.
s05537,Movie,Untitled Film 1886,Director 170,"Actor 416, Actor 412, Anupam Kher",United States,"December 29, 2011",1994,TV-MA,121 min,"Sci-Fi & Fantasy, Classic Movies","Love, loss, and laughter collide in this heartwarming family drama."
s05538,Movie,Untitled Film 2799,Director 124,"Actor 174, Actor 363, Actor 318, Actor 168, Actor 496, Actor 495, Actor 349",India,"June 17, 2014",1952,NR,151 min,"Classic Movies, Dramas, Cult Movies","In a world on the brink of collapse, one person holds the key to salvation."
s05539,Movie,Untitled Film 5538,Director 182,"Actor 96, Actor 7, Actor 259, Actor 116, Actor 311",Thailand,"May 07, 2009",1999,PG-13,70 min,"Sports Movies, Anime Features, Faith & Spirituality","Love, loss, and laughter collide in this heartwarming family drama."
s05540,TV Show,Untitled Series 582,,"Actor 12, Actor 214, Actor 353, Actor 355, Actor 435",United States,"December 28, 2011",1977,TV-PG,4 Seasons,Docuseries,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05541,TV Show,Untitled Series 658,Director 75,"Actor 355, Actor 234, Actor 320",China,"July 23, 2017",1983,TV-Y7,1 Season,Reality TV,"When the rules no longer apply, how far will you go to protect what you love?"
s05542,Movie,Untitled Film 5878,Director 163,"Actor 263, Actor 92, Actor 346",Mexico,"November 01, 2019",1983,PG-13,117 min,"International Movies, Cult Movies","Secrets buried for decades resurface, threatening to destroy everything."
s05543,TV Show,Untitled Series 318,Director 192,"Actor 300, Actor 424, Actor 408, Actor 355, Actor 445",United States,"January 06, 2016",1979,TV-MA,5 Seasons,"Reality TV, TV Sci-Fi & Fantasy",A detective must race against time to solve a series of mysterious disappearances.
s05544,Movie,Untitled Film 6205,Director 142,"Actor 380, Actor 23, Actor 499, Actor 70, Amitabh Bachchan, Actor 307, Actor 430",Australia,"October 25, 2020",1999,R,165 min,"Anime Features, LGBTQ Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s05545,Movie,Untitled Film 2465,Director 126,"Actor 43, Actor 435, Actor 398",India,"June 19, 2012",1985,TV-G,150 min,Children & Family Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s05546,Movie,Untitled Film 4926,Director 103,"Actor 457, Actor 253, Actor 327, Actor 240, Actor 338","United States, Italy","June 02, 2014",2018,PG,61 min,Sci-Fi & Fantasy,"When the rules no longer apply, how far will you go to protect what you love?"
s05547,Movie,Untitled Film 2073,Director 178,"Actor 132, Actor 246, Actor 331, Actor 102, Actor 21",China,"February 04, 2021",1987,TV-14,135 min,"Cult Movies, Thrillers","Secrets buried for decades resurface, threatening to destroy everything."
s05548,Movie,Untitled Film 1865,Guillermo del Toro,"Actor 26, Actor 427, Actor 52, Haruka Ayase, Actor 237, Actor 116, Actor 287",China,"May 11, 2020",2017,PG-13,163 min,Faith & Spirituality,"Secrets buried for decades resurface, threatening to destroy everything."
s05549,Movie,Untitled Film 5550,Director 66,"Actor 190, Om Puri, Actor 351",Mexico,"August 07, 2016",2000,R,155 min,"International Movies, Cult Movies, Comedies","Love, loss, and laughter collide in this heartwarming family drama."
s05550,Movie,Untitled Film 4013,Director 15,"Actor 375, Actor 96, Actor 320",Brazil,"October 08, 2014",2001,PG,62 min,"Faith & Spirituality, Horror Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05551,Movie,Untitled Film 3862,Director 195,"Actor 347, Actor 442, Actor 371",United States,"August 13, 2015",2009,R,83 min,Romantic Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05552,Movie,Untitled Film 4898,Quentin Tarantino,"Actor 375, Om Puri, Actor 163, Actor 289, Actor 122",India,"January 13, 2016",2009,TV-MA,82 min,Comedies,"In a world on the brink of collapse, one person holds the key to salvation."
s05553,Movie,Untitled Film 5493,Director 77,"Actor 189, Actor 399, Actor 412, Meryl Streep, Actor 359",Sweden,"November 16, 2012",1998,R,68 min,"Sports Movies, Dramas",A single decision ripples through generations in this powerful generational saga.
s05554,Movie,Untitled Film 3838,Director 143,"Actor 445, Actor 423, Actor 87",United States,"September 04, 2010",1964,R,72 min,Independent Movies,A single decision ripples through generations in this powerful generational saga.
s05555,Movie,Untitled Film 4732,Director 83,"Actor 45, Actor 111, Actor 497",France,"June 28, 2012",1995,TV-MA,117 min,Classic Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05556,Movie,Untitled Film 2634,Director 85,"Actor 279, Actor 52, Actor 56",Hong Kong,"February 08, 2008",2002,R,170 min,Sci-Fi & Fantasy,"Love, loss, and laughter collide in this heartwarming family drama."
s05557,TV Show,Untitled Series 1223,Director 182,"Actor 214, Actor 173, Actor 378, Actor 198, Actor 35, Actor 493, Actor 348",Sweden,"September 27, 2009",1961,TV-MA,1 Season,"Korean TV Shows, Classic & Cult TV",A detective must race against time to solve a series of mysterious disappearances.
s05558,TV Show,Untitled Series 2106,Director 15,"Actor 195, Actor 188, Actor 146, Actor 241, Actor 94, Actor 262, Actor 372",United States,"August 18, 2017",1964,TV-14,1 Season,"International TV Shows, TV Thrillers","When the rules no longer apply, how far will you go to protect what you love?"
s05559,TV Show,Untitled Series 1325,Director 42,"Park Shin-hye, Actor 312, Morgan Freeman",Hong Kong,"March 14, 2018",2012,TV-PG,1 Season,"TV Action & Adventure, Crime TV Shows",A detective must race against time to solve a series of mysterious disappearances.
s05560,Movie,Untitled Film 4893,Director 144,"Actor 192, Actor 397, Actor 231",United States,"March 09, 2017",2019,R,103 min,"Sports Movies, LGBTQ Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s05561,Movie,Untitled Film 430,Director 187,"Actor 34, Actor 27, Actor 340, Actor 127, Actor 138",Italy,"July 22, 2020",1966,TV-MA,200 min,Faith & Spirituality,A detective must race against time to solve a series of mysterious disappearances.
s05562,Movie,Untitled Film 561,Director 76,"Actor 421, Actor 406, Actor 46, Actor 284, Actor 23, Actor 488, Actor 26",Mexico,"April 24, 2018",1982,TV-MA,101 min,"Anime Features, Sports Movies","Love, loss, and laughter collide in this heartwarming family drama."
s05563,Movie,Untitled Film 517,,,"India, China","June 23, 2011",2007,PG-13,84 min,"Sports Movies, LGBTQ Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s05564,Movie,Untitled Film 1464,Director 108,"Actor 485, Actor 324, Actor 296",Philippines,"November 06, 2018",1963,R,132 min,"International Movies, Documentaries","In a world on the brink of collapse, one person holds the key to salvation."
s05565,Movie,Untitled Film 2174,Pedro Almodovar,"Actor 3, Actor 468, Actor 114, Actor 162, Actor 191, Actor 435, Actor 15",United States,"February 04, 2020",2021,G,170 min,"Classic Movies, Documentaries",A gripping story of survival and redemption set against breathtaking landscapes.
s05566,TV Show,Untitled Series 2469,Ridley Scott,"Actor 72, Actor 437, Actor 68, Actor 39, Actor 95, Actor 164, Actor 406","United States, Poland","November 29, 2014",1956,TV-14,7 Seasons,"Talk Shows & Variety, TV Horror",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05567,Movie,Untitled Film 916,Director 25,"Actor 53, Park Shin-hye, Actor 225, Actor 306, Actor 471",Canada,"May 04, 2008",1976,PG,102 min,Horror Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s05568,Movie,Untitled Film 2654,Director 135,"Actor 479, Actor 120, Actor 50, Actor 231, Actor 90",India,"January 25, 2008",1959,PG-13,187 min,"Thrillers, Comedies",Ancient myths intertwine with modern life in this visually stunning epic.
s05569,Movie,Untitled Film 156,Director 45,"Actor 326, Actor 416, Actor 176, Actor 259, Actor 245",United States,"November 28, 2008",1981,PG-13,199 min,"Sci-Fi & Fantasy, LGBTQ Movies","When the rules no longer apply, how far will you go to protect what you love?"
s05570,Movie,Untitled Film 4355,Director 12,"Actor 58, Actor 499, Actor 113, Actor 415, Actor 193",Canada,"August 06, 2013",1965,TV-MA,167 min,Classic Movies,"In a world on the brink of collapse, one person holds the key to salvation."
s05571,TV Show,Untitled Series 1033,Director 73,,Canada,"September 29, 2017",1962,TV-G,3 Seasons,Classic & Cult TV,A single decision ripples through generations in this powerful generational saga.
s05572,TV Show,Untitled Series 2338,Director 180,"Actor 324, Actor 406, Actor 318, Actor 182, Actor 81, Actor 118, Actor 187",Canada,"October 31, 2019",2014,TV-MA,8 Seasons,British TV Shows,A single decision ripples through generations in this powerful generational saga.
s05573,Movie,Untitled Film 2744,Director 117,"Actor 204, Actor 17, Actor 438, Actor 483, Actor 58, Actor 146, Actor 181",United States,"January 07, 2014",1965,NR,61 min,Horror Movies,A single decision ripples through generations in this powerful generational saga.
s05574,Movie,Untitled Film 5130,Director 102,"Actor 187, Actor 473, Actor 167, Actor 129, Actor 446",Germany,"February 14, 2011",1984,G,69 min,"Dramas, Comedies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05575,Movie,Untitled Film 5025,Director 31,,France,"January 07, 2019",2004,G,69 min,"Action & Adventure, Music & Musicals",A single decision ripples through generations in this powerful generational saga.
s05576,Movie,Untitled Film 5412,Director 14,"Actor 471, Actor 77, Actor 367, Actor 453, Actor 135","Canada, Thailand","February 04, 2008",1999,TV-14,92 min,"Music & Musicals, Action & Adventure","Love, loss, and laughter collide in this heartwarming family drama."
s05577,TV Show,Untitled Series 1552,Director 73,"Actor 274, Actor 404, Actor 441, Actor 196, Actor 182",United States,"July 22, 2021",1973,TV-MA,1 Season,TV Thrillers,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05578,TV Show,Untitled Series 2335,Director 32,"Actor 116, Actor 406, Actor 131",Argentina,"November 05, 2016",2003,TV-14,7 Seasons,"Crime TV Shows, Romantic TV Shows","Love, loss, and laughter collide in this heartwarming family drama."
s05579,TV Show,Untitled Series 1926,Director 155,"Actor 354, Actor 236, Actor 355, Actor 163, Actor 342, Actor 114, Actor 238",Canada,"April 14, 2014",1967,TV-PG,5 Seasons,TV Comedies,Ancient myths intertwine with modern life in this visually stunning epic.
s05580,TV Show,Untitled Series 1554,Director 41,"Actor 48, Actor 250, Actor 57",United States,"January 20, 2016",1960,TV-14,3 Seasons,TV Sci-Fi & Fantasy,A single decision ripples through generations in this powerful generational saga.
s05581,TV Show,Untitled Series 801,Director 136,"Actor 126, Actor 382, Actor 347, Actor 272, Actor 350",United States,"December 11, 2017",2021,TV-MA,1 Season,"Docuseries, TV Thrillers, Classic & Cult TV",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05582,TV Show,Untitled Series 798,,"Actor 231, Actor 215, Actor 371",Italy,"March 23, 2013",1964,TV-PG,1 Season,TV Comedies,"Love, loss, and laughter collide in this heartwarming family drama."
s05583,Movie,Untitled Film 5542,Director 21,"Actor 221, Actor 148, Actor 331, Actor 306, Actor 32",Argentina,"August 17, 2010",2011,R,119 min,Anime Features,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05584,Movie,Untitled Film 4428,Director 181,"Actor 13, Actor 459, Actor 455, Actor 413, Anupam Kher, Actor 78, Actor 211",Sweden,"March 30, 2019",1967,NR,176 min,Music & Musicals,"When the rules no longer apply, how far will you go to protect what you love?"
s05585,Movie,Untitled Film 1873,Director 41,"Actor 229, Actor 156, Actor 177",South Korea,"April 24, 2008",2003,R,87 min,"International Movies, Cult Movies","Love, loss, and laughter collide in this heartwarming family drama."
s05586,Movie,Untitled Film 5815,Director 23,"Actor 41, Actor 447, Actor 126",Canada,"April 02, 2016",1961,TV-14,87 min,"Horror Movies, Cult Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05587,TV Show,Untitled Series 301,Director 143,"Actor 221, Actor 175, Actor 380, Actor 94, Actor 212",China,"February 14, 2017",1961,TV-PG,1 Season,Docuseries,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05588,Movie,Untitled Film 1630,Director 151,"Actor 199, Actor 184, Actor 172, Actor 262, Actor 247, Actor 425, Haruka Ayase",United Kingdom,"May 24, 2009",1969,TV-MA,187 min,Music & Musicals,A gripping story of survival and redemption set against breathtaking landscapes.
s05589,Movie,Marriage Story,Director 9,"Actor 82, Actor 490, Actor 357",Denmark,"October 29, 2013",1971,PG,62 min,"Independent Movies, Dramas","In a world on the brink of collapse, one person holds the key to salvation."
s05590,Movie,Untitled Film 5554,Director 65,"Actor 109, Actor 84, Actor 185",United States,"November 16, 2016",1967,G,199 min,Independent Movies,A single decision ripples through generations in this powerful generational saga.
s05591,TV Show,Untitled Series 1330,Director 118,"Actor 241, Actor 150, Actor 133",Poland,"July 18, 2017",2013,TV-PG,1 Season,"Spanish-Language TV Shows, Talk Shows & Variety, TV Horror","When the rules no longer apply, how far will you go to protect what you love?"
s05592,TV Show,Untitled Series 1000,Director 181,"Actor 21, Actor 173, Actor 349, Actor 86, Actor 417","Canada, Spain","June 20, 2009",2009,TV-MA,2 Seasons,Korean TV Shows,"Secrets buried for decades resurface, threatening to destroy everything."
s05593,Movie,Untitled Film 2645,,"Actor 189, Actor 89, Park Shin-hye, Actor 158, Actor 358, Actor 105, Actor 64",France,"August 11, 2009",2000,R,116 min,"Romantic Movies, Classic Movies","Love, loss, and laughter collide in this heartwarming family drama."
s05594,Movie,Untitled Film 4003,,"Actor 311, Actor 304, Actor 326, Actor 291, Actor 338, Actor 348, Viola Davis",Canada,"September 11, 2021",1966,NR,182 min,Anime Features,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05595,Movie,Untitled Film 5343,Director 186,"Actor 179, Actor 485, Actor 200, Actor 137, Actor 68",United States,"June 11, 2018",1951,NR,185 min,"Anime Features, International Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s05596,TV Show,Untitled Series 896,Director 115,"Actor 464, Actor 104, Actor 182, Actor 165, Actor 478",Sweden,"March 27, 2009",1980,TV-14,1 Season,"TV Action & Adventure, Kids' TV",A detective must race against time to solve a series of mysterious disappearances.
s05597,Movie,Untitled Film 2745,,"Actor 93, Actor 273, Actor 350, Actor 499, Actor 138, Actor 185, Actor 2",Thailand,"July 18, 2009",1954,TV-MA,114 min,"Anime Features, Independent Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s05598,Movie,Untitled Film 2411,Nora Ephron,"Actor 481, Actor 2, Actor 149",United States,"December 22, 2018",1973,PG-13,98 min,"Documentaries, Cult Movies",A single decision ripples through generations in this powerful generational saga.
s05599,TV Show,Untitled Series 520,Director 2,"Actor 396, Actor 495, Actor 311, Actor 41, Actor 273, Actor 90, Actor 459","United States, Egypt","November 26, 2016",2007,TV-14,5 Seasons,"Romantic TV Shows, TV Horror, Anime Series",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05600,Movie,Untitled Film 623,Director 170,"Actor 67, Actor 57, Actor 458, Actor 50, Actor 40",United States,"June 08, 2009",1975,PG,190 min,"Dramas, Classic Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05601,TV Show,Untitled Series 1503,Sofia Coppola,"Actor 413, Actor 254, Actor 149",United States,"July 08, 2013",2021,TV-Y7,1 Season,TV Action & Adventure,"In a world on the brink of collapse, one person holds the key to salvation."
s05602,Movie,Untitled Film 6300,Director 191,"Actor 35, Actor 482, Actor 202, Actor 242, Actor 180",United States,"January 12, 2020",2016,R,137 min,"Thrillers, Horror Movies, Sports Movies",A detective must race against time to solve a series of mysterious disappearances.
s05603,Movie,Untitled Film 996,Director 87,"Actor 313, Actor 267, Actor 294",Japan,"May 15, 2018",1998,NR,68 min,"Sci-Fi & Fantasy, Horror Movies",A detective must race against time to solve a series of mysterious disappearances.
s05604,Movie,Untitled Film 457,Director 90,"Actor 448, Actor 243, Actor 4, Actor 423, Actor 93, Actor 405, Actor 490",United States,"April 29, 2020",2000,PG-13,114 min,Sci-Fi & Fantasy,A single decision ripples through generations in this powerful generational saga.
s05605,Movie,Untitled Film 5092,Director 13,"Cate Blanchett, Actor 249, Actor 194",United States,"November 13, 2010",1953,PG-13,168 min,Music & Musicals,"When the rules no longer apply, how far will you go to protect what you love?"
s05606,Movie,Untitled Film 2898,Director 39,"Actor 396, Actor 70, Actor 223, Actor 208, Actor 451",Germany,"January 13, 2008",1988,NR,165 min,Anime Features,A gripping story of survival and redemption set against breathtaking landscapes.
s05607,Movie,Untitled Film 6475,Director 78,"Actor 291, Actor 166, Park Shin-hye",Argentina,"February 03, 2017",2011,PG-13,68 min,Independent Movies,A single decision ripples through generations in this powerful generational saga.
s05608,Movie,Untitled Film 2126,Director 18,"Actor 300, Actor 479, Actor 485, Actor 434, Actor 181",United States,"August 01, 2017",1992,R,193 min,"Comedies, Thrillers","Secrets buried for decades resurface, threatening to destroy everything."
s05609,Movie,Untitled Film 3341,Director 134,"Actor 234, Actor 278, Actor 183",United States,"September 25, 2018",1959,R,133 min,"Sci-Fi & Fantasy, Anime Features",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05610,TV Show,Untitled Series 2472,Director 149,"Actor 101, Actor 36, Actor 51, Actor 280, Actor 112, Nicolas Cage, Actor 128",United States,"March 25, 2020",1970,TV-14,7 Seasons,International TV Shows,A single decision ripples through generations in this powerful generational saga.
s05611,Movie,Untitled Film 5609,Director 182,"Actor 236, Actor 135, Actor 347, Actor 313, Actor 243",United States,"May 07, 2016",1959,PG-13,144 min,Stand-Up Comedy,An unlikely friendship forms between two strangers in extraordinary circumstances.
s05612,Movie,Untitled Film 6143,Cathy Garcia-Molina,"Actor 254, Actor 371, Actor 144",Argentina,"November 09, 2019",2013,G,61 min,Stand-Up Comedy,"Love, loss, and laughter collide in this heartwarming family drama."
s05613,TV Show,Untitled Series 581,Director 113,,United States,"June 15, 2018",1977,TV-G,1 Season,"Reality TV, TV Thrillers","When the rules no longer apply, how far will you go to protect what you love?"
s05614,Movie,Untitled Film 4592,Director 162,"Actor 61, Denzel Washington, Actor 139",United States,"December 04, 2008",1981,R,92 min,"Cult Movies, Stand-Up Comedy",A detective must race against time to solve a series of mysterious disappearances.
s05615,Movie,Untitled Film 2455,Director 38,"Actor 325, Actor 231, Actor 219, Actor 240, Actor 155",Turkey,"April 28, 2010",1999,PG,157 min,Stand-Up Comedy,A gripping story of survival and redemption set against breathtaking landscapes.
s05616,Movie,Untitled Film 4085,Raul Campos,"Actor 161, Actor 312, Actor 362, Actor 232, Actor 382",France,"December 28, 2017",1988,NR,193 min,LGBTQ Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s05617,Movie,Untitled Film 523,Director 15,"Amitabh Bachchan, Actor 403, Actor 215, Actor 285, Actor 471, Nicolas Cage, Actor 99",Brazil,"March 28, 2009",2003,PG-13,64 min,"Thrillers, Independent Movies","Love, loss, and laughter collide in this heartwarming family drama."
s05618,TV Show,Untitled Series 1404,Director 43,"Actor 181, Actor 37, Actor 429, Actor 45, Actor 208",Thailand,"March 14, 2014",1973,TV-PG,1 Season,TV Thrillers,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05619,TV Show,Untitled Series 952,,"Naseeruddin Shah, Actor 284, Actor 243, Actor 26, Actor 366",United States,"July 12, 2016",1965,TV-PG,6 Seasons,"TV Mysteries, TV Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05620,Movie,Untitled Film 275,Sofia Coppola,"Javier Bardem, Actor 402, Actor 339",United States,"November 08, 2015",2020,TV-MA,166 min,Comedies,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s05621,TV Show,Untitled Series 2451,Director 69,"Actor 196, Actor 273, Actor 351",South Korea,"October 07, 2017",1957,TV-14,1 Season,TV Sci-Fi & Fantasy,"Love, loss, and laughter collide in this heartwarming family drama."
s05622,Movie,Untitled Film 1383,Director 22,"Actor 423, Actor 354, Actor 5, Actor 472, Actor 217",United Kingdom,"March 20, 2019",1954,R,132 min,"Thrillers, Children & Family Movies","When the rules no longer apply, how far will you go to protect what you love?"
s05623,Movie,Untitled Film 4237,,"Actor 151, Actor 320, Actor 271, Actor 342, Actor 279",United States,"October 15, 2019",1977,UR,113 min,"Comedies, Romantic Movies",A single decision ripples through generations in this powerful generational saga.
s05624,TV Show,Untitled Series 1110,Director 194,"Actor 17, Actor 290, Actor 220, Actor 226, Actor 157","Mexico, Poland","March 03, 2020",1966,TV-G,8 Seasons,"TV Comedies, TV Action & Adventure",A detective must race against time to solve a series of mysterious disappearances.
s05625,Movie,Untitled Film 1968,Director 96,"Actor 384, Actor 129, Actor 267, Actor 468, Actor 495",Argentina,"June 25, 2018",1996,TV-MA,83 min,"Classic Movies, LGBTQ Movies","In a world on the brink of collapse, one person holds the key to salvation."
s05626,Movie,Untitled Film 4511,Quentin Tarantino,"Actor 79, Actor 193, Actor 305, Actor 62, Actor 153","United States, Italy","July 29, 2011",2003,TV-MA,149 min,"Faith & Spirituality, Horror Movies, Thrillers",An unlikely friendship forms between two strangers in extraordinary circumstances.
s05627,Movie,Untitled Film 3729,Director 86,"Actor 144, Actor 199, Actor 150, Actor 485, Actor 192",India,"August 27, 2015",1998,PG-13,189 min,"Documentaries, Sports Movies","In a world on the brink of collapse, one person holds the key to salvation."
